'Elapsed time','CM5'
'0:04.652',-3.545
'0:04.656',-3.545
'0:04.660',-3.540
'0:04.664',-3.535
'0:04.668',-3.535
'0:04.672',-3.530
'0:04.676',-3.530
'0:04.680',-3.530
'0:04.684',-3.530
'0:04.688',-3.530
'0:04.692',-3.525
'0:04.696',-3.520
'0:04.700',-3.510
'0:04.704',-3.505
'0:04.708',-3.505
'0:04.712',-3.495
'0:04.716',-3.490
'0:04.720',-3.485
'0:04.724',-3.485
'0:04.728',-3.485
'0:04.732',-3.485
'0:04.736',-3.475
'0:04.740',-3.475
'0:04.744',-3.465
'0:04.748',-3.445
'0:04.752',-3.430
'0:04.756',-3.425
'0:04.760',-3.410
'0:04.764',-3.400
'0:04.768',-3.400
'0:04.772',-3.400
'0:04.776',-3.410
'0:04.780',-3.410
'0:04.784',-3.415
'0:04.788',-3.425
'0:04.792',-3.435
'0:04.796',-3.445
'0:04.800',-3.455
'0:04.804',-3.465
'0:04.808',-3.465
'0:04.812',-3.470
'0:04.816',-3.475
'0:04.820',-3.490
'0:04.824',-3.505
'0:04.828',-3.525
'0:04.832',-3.525
'0:04.836',-3.535
'0:04.840',-3.535
'0:04.844',-3.535
'0:04.848',-3.545
'0:04.852',-3.545
'0:04.856',-3.550
'0:04.860',-3.550
'0:04.864',-3.555
'0:04.868',-3.560
'0:04.872',-3.565
'0:04.876',-3.560
'0:04.880',-3.560
'0:04.884',-3.555
'0:04.888',-3.565
'0:04.892',-3.555
'0:04.896',-3.550
'0:04.900',-3.555
'0:04.904',-3.545
'0:04.908',-3.545
'0:04.912',-3.535
'0:04.916',-3.535
'0:04.920',-3.525
'0:04.924',-3.525
'0:04.928',-3.520
'0:04.932',-3.515
'0:04.936',-3.505
'0:04.940',-3.505
'0:04.944',-3.495
'0:04.948',-3.490
'0:04.952',-3.490
'0:04.956',-3.500
'0:04.960',-3.505
'0:04.964',-3.495
'0:04.968',-3.435
'0:04.972',-3.335
'0:04.976',-3.205
'0:04.980',-3.045
'0:04.984',-2.835
'0:04.988',-2.575
'0:04.992',-2.275
'0:04.996',-2.015
'0:05.000',-1.825
'0:05.004',-1.770
'0:05.008',-1.880
'0:05.012',-2.115
'0:05.016',-2.385
'0:05.020',-2.645
'0:05.024',-2.855
'0:05.028',-3.005
'0:05.032',-3.095
'0:05.036',-3.185
'0:05.040',-3.250
'0:05.044',-3.305
'0:05.048',-3.345
'0:05.052',-3.390
'0:05.056',-3.415
'0:05.060',-3.445
'0:05.064',-3.465
'0:05.068',-3.480
'0:05.072',-3.505
'0:05.076',-3.515
'0:05.080',-3.525
'0:05.084',-3.530
'0:05.088',-3.545
'0:05.092',-3.545
'0:05.096',-3.550
'0:05.100',-3.555
'0:05.104',-3.555
'0:05.108',-3.555
'0:05.112',-3.560
'0:05.116',-3.565
'0:05.120',-3.560
'0:05.124',-3.565
'0:05.128',-3.570
'0:05.132',-3.570
'0:05.136',-3.570
'0:05.140',-3.570
'0:05.144',-3.570
'0:05.148',-3.570
'0:05.152',-3.560
'0:05.156',-3.560
'0:05.160',-3.565
'0:05.164',-3.560
'0:05.168',-3.560
'0:05.172',-3.560
'0:05.176',-3.565
'0:05.180',-3.555
'0:05.184',-3.555
'0:05.188',-3.555
'0:05.192',-3.555
'0:05.196',-3.550
'0:05.200',-3.550
'0:05.204',-3.540
'0:05.208',-3.535
'0:05.212',-3.535
'0:05.216',-3.530
'0:05.220',-3.530
'0:05.224',-3.525
'0:05.228',-3.520
'0:05.232',-3.515
'0:05.236',-3.505
'0:05.240',-3.505
'0:05.244',-3.495
'0:05.248',-3.485
'0:05.252',-3.485
'0:05.256',-3.475
'0:05.260',-3.465
'0:05.264',-3.455
'0:05.268',-3.445
'0:05.272',-3.430
'0:05.276',-3.425
'0:05.280',-3.410
'0:05.284',-3.395
'0:05.288',-3.380
'0:05.292',-3.370
'0:05.296',-3.360
'0:05.300',-3.345
'0:05.304',-3.330
'0:05.308',-3.315
'0:05.312',-3.310
'0:05.316',-3.295
'0:05.320',-3.290
'0:05.324',-3.285
'0:05.328',-3.275
'0:05.332',-3.265
'0:05.336',-3.265
'0:05.340',-3.270
'0:05.344',-3.265
'0:05.348',-3.260
'0:05.352',-3.260
'0:05.356',-3.265
'0:05.360',-3.265
'0:05.364',-3.275
'0:05.368',-3.290
'0:05.372',-3.310
'0:05.376',-3.315
'0:05.380',-3.340
'0:05.384',-3.365
'0:05.388',-3.385
'0:05.392',-3.400
'0:05.396',-3.425
'0:05.400',-3.445
'0:05.404',-3.460
'0:05.408',-3.475
'0:05.412',-3.490
'0:05.416',-3.505
'0:05.420',-3.515
'0:05.424',-3.525
'0:05.428',-3.535
'0:05.432',-3.535
'0:05.436',-3.550
'0:05.440',-3.555
'0:05.444',-3.555
'0:05.448',-3.565
'0:05.452',-3.560
'0:05.456',-3.570
'0:05.460',-3.570
'0:05.464',-3.570
'0:05.468',-3.575
'0:05.472',-3.575
'0:05.476',-3.580
'0:05.480',-3.585
'0:05.484',-3.585
'0:05.488',-3.585
'0:05.492',-3.580
'0:05.496',-3.585
'0:05.500',-3.585
'0:05.504',-3.585
'0:05.508',-3.585
'0:05.512',-3.590
'0:05.516',-3.585
'0:05.520',-3.585
'0:05.524',-3.585
'0:05.528',-3.580
'0:05.532',-3.575
'0:05.536',-3.580
'0:05.540',-3.580
'0:05.544',-3.580
'0:05.548',-3.585
'0:05.552',-3.585
'0:05.556',-3.585
'0:05.560',-3.585
'0:05.564',-3.575
'0:05.568',-3.575
'0:05.572',-3.575
'0:05.576',-3.575
'0:05.580',-3.575
'0:05.584',-3.575
'0:05.588',-3.580
'0:05.592',-3.580
'0:05.596',-3.580
'0:05.600',-3.580
'0:05.604',-3.575
'0:05.608',-3.575
'0:05.612',-3.580
'0:05.616',-3.580
'0:05.620',-3.585
'0:05.624',-3.580
'0:05.628',-3.585
'0:05.632',-3.585
'0:05.636',-3.580
'0:05.640',-3.580
'0:05.644',-3.585
'0:05.648',-3.585
'0:05.652',-3.585
'0:05.656',-3.585
'0:05.660',-3.590
'0:05.664',-3.590
'0:05.668',-3.585
'0:05.672',-3.590
'0:05.676',-3.585
'0:05.680',-3.595
'0:05.684',-3.585
'0:05.688',-3.590
'0:05.692',-3.585
'0:05.696',-3.585
'0:05.700',-3.595
'0:05.704',-3.595
'0:05.708',-3.595
'0:05.712',-3.605
'0:05.716',-3.595
'0:05.720',-3.595
'0:05.724',-3.605
'0:05.728',-3.605
'0:05.732',-3.605
'0:05.736',-3.605
'0:05.740',-3.605
'0:05.744',-3.605
'0:05.748',-3.605
'0:05.752',-3.605
'0:05.756',-3.605
'0:05.760',-3.605
'0:05.764',-3.595
'0:05.768',-3.605
'0:05.772',-3.605
'0:05.776',-3.605
'0:05.780',-3.595
'0:05.784',-3.595
'0:05.788',-3.605
'0:05.792',-3.605
'0:05.796',-3.595
'0:05.800',-3.595
'0:05.804',-3.595
'0:05.808',-3.595
'0:05.812',-3.595
'0:05.816',-3.595
'0:05.820',-3.595
'0:05.824',-3.600
'0:05.828',-3.595
'0:05.832',-3.590
'0:05.836',-3.595
'0:05.840',-3.585
'0:05.844',-3.585
'0:05.848',-3.590
'0:05.852',-3.590
'0:05.856',-3.590
'0:05.860',-3.590
'0:05.864',-3.585
'0:05.868',-3.585
'0:05.872',-3.590
'0:05.876',-3.590
'0:05.880',-3.585
'0:05.884',-3.585
'0:05.888',-3.585
'0:05.892',-3.580
'0:05.896',-3.575
'0:05.900',-3.575
'0:05.904',-3.570
'0:05.908',-3.570
'0:05.912',-3.560
'0:05.916',-3.555
'0:05.920',-3.555
'0:05.924',-3.545
'0:05.928',-3.535
'0:05.932',-3.535
'0:05.936',-3.535
'0:05.940',-3.530
'0:05.944',-3.525
'0:05.948',-3.520
'0:05.952',-3.505
'0:05.956',-3.510
'0:05.960',-3.500
'0:05.964',-3.480
'0:05.968',-3.470
'0:05.972',-3.455
'0:05.976',-3.450
'0:05.980',-3.435
'0:05.984',-3.435
'0:05.988',-3.445
'0:05.992',-3.445
'0:05.996',-3.450
'0:06.000',-3.455
'0:06.004',-3.465
'0:06.008',-3.475
'0:06.012',-3.480
'0:06.016',-3.490
'0:06.020',-3.490
'0:06.024',-3.500
'0:06.028',-3.505
'0:06.032',-3.515
'0:06.036',-3.525
'0:06.040',-3.535
'0:06.044',-3.550
'0:06.048',-3.555
'0:06.052',-3.565
'0:06.056',-3.560
'0:06.060',-3.570
'0:06.064',-3.570
'0:06.068',-3.570
'0:06.072',-3.575
'0:06.076',-3.585
'0:06.080',-3.590
'0:06.084',-3.595
'0:06.088',-3.595
'0:06.092',-3.595
'0:06.096',-3.595
'0:06.100',-3.600
'0:06.104',-3.595
'0:06.108',-3.595
'0:06.112',-3.590
'0:06.116',-3.590
'0:06.120',-3.585
'0:06.124',-3.580
'0:06.128',-3.575
'0:06.132',-3.575
'0:06.136',-3.575
'0:06.140',-3.570
'0:06.144',-3.560
'0:06.148',-3.555
'0:06.152',-3.555
'0:06.156',-3.550
'0:06.160',-3.545
'0:06.164',-3.540
'0:06.168',-3.535
'0:06.172',-3.545
'0:06.176',-3.555
'0:06.180',-3.540
'0:06.184',-3.485
'0:06.188',-3.390
'0:06.192',-3.265
'0:06.196',-3.125
'0:06.200',-2.930
'0:06.204',-2.705
'0:06.208',-2.425
'0:06.212',-2.145
'0:06.216',-1.915
'0:06.220',-1.800
'0:06.224',-1.855
'0:06.228',-2.035
'0:06.232',-2.305
'0:06.236',-2.575
'0:06.240',-2.810
'0:06.244',-2.985
'0:06.248',-3.105
'0:06.252',-3.205
'0:06.256',-3.275
'0:06.260',-3.345
'0:06.264',-3.395
'0:06.268',-3.435
'0:06.272',-3.470
'0:06.276',-3.495
'0:06.280',-3.515
'0:06.284',-3.535
'0:06.288',-3.555
'0:06.292',-3.560
'0:06.296',-3.580
'0:06.300',-3.585
'0:06.304',-3.585
'0:06.308',-3.595
'0:06.312',-3.605
'0:06.316',-3.610
'0:06.320',-3.610
'0:06.324',-3.615
'0:06.328',-3.625
'0:06.332',-3.615
'0:06.336',-3.615
'0:06.340',-3.615
'0:06.344',-3.615
'0:06.348',-3.625
'0:06.352',-3.625
'0:06.356',-3.630
'0:06.360',-3.630
'0:06.364',-3.630
'0:06.368',-3.625
'0:06.372',-3.625
'0:06.376',-3.625
'0:06.380',-3.630
'0:06.384',-3.625
'0:06.388',-3.630
'0:06.392',-3.625
'0:06.396',-3.625
'0:06.400',-3.625
'0:06.404',-3.620
'0:06.408',-3.615
'0:06.412',-3.610
'0:06.416',-3.615
'0:06.420',-3.605
'0:06.424',-3.605
'0:06.428',-3.595
'0:06.432',-3.595
'0:06.436',-3.595
'0:06.440',-3.585
'0:06.444',-3.585
'0:06.448',-3.580
'0:06.452',-3.575
'0:06.456',-3.570
'0:06.460',-3.555
'0:06.464',-3.555
'0:06.468',-3.550
'0:06.472',-3.545
'0:06.476',-3.530
'0:06.480',-3.515
'0:06.484',-3.505
'0:06.488',-3.495
'0:06.492',-3.480
'0:06.496',-3.475
'0:06.500',-3.465
'0:06.504',-3.450
'0:06.508',-3.435
'0:06.512',-3.420
'0:06.516',-3.410
'0:06.520',-3.395
'0:06.524',-3.390
'0:06.528',-3.375
'0:06.532',-3.370
'0:06.536',-3.365
'0:06.540',-3.345
'0:06.544',-3.345
'0:06.548',-3.350
'0:06.552',-3.345
'0:06.556',-3.335
'0:06.560',-3.340
'0:06.564',-3.335
'0:06.568',-3.335
'0:06.572',-3.340
'0:06.576',-3.350
'0:06.580',-3.355
'0:06.584',-3.370
'0:06.588',-3.385
'0:06.592',-3.400
'0:06.596',-3.420
'0:06.600',-3.435
'0:06.604',-3.450
'0:06.608',-3.470
'0:06.612',-3.485
'0:06.616',-3.510
'0:06.620',-3.525
'0:06.624',-3.545
'0:06.628',-3.550
'0:06.632',-3.570
'0:06.636',-3.580
'0:06.640',-3.590
'0:06.644',-3.595
'0:06.648',-3.610
'0:06.652',-3.615
'0:06.656',-3.615
'0:06.660',-3.625
'0:06.664',-3.625
'0:06.668',-3.630
'0:06.672',-3.630
'0:06.676',-3.635
'0:06.680',-3.635
'0:06.684',-3.635
'0:06.688',-3.645
'0:06.692',-3.645
'0:06.696',-3.645
'0:06.700',-3.640
'0:06.704',-3.645
'0:06.708',-3.640
'0:06.712',-3.640
'0:06.716',-3.645
'0:06.720',-3.645
'0:06.724',-3.645
'0:06.728',-3.640
'0:06.732',-3.640
'0:06.736',-3.640
'0:06.740',-3.645
'0:06.744',-3.645
'0:06.748',-3.645
'0:06.752',-3.640
'0:06.756',-3.635
'0:06.760',-3.635
'0:06.764',-3.635
'0:06.768',-3.635
'0:06.772',-3.635
'0:06.776',-3.635
'0:06.780',-3.635
'0:06.784',-3.635
'0:06.788',-3.635
'0:06.792',-3.630
'0:06.796',-3.630
'0:06.800',-3.630
'0:06.804',-3.630
'0:06.808',-3.635
'0:06.812',-3.630
'0:06.816',-3.625
'0:06.820',-3.625
'0:06.824',-3.625
'0:06.828',-3.615
'0:06.832',-3.615
'0:06.836',-3.625
'0:06.840',-3.630
'0:06.844',-3.625
'0:06.848',-3.615
'0:06.852',-3.615
'0:06.856',-3.615
'0:06.860',-3.615
'0:06.864',-3.615
'0:06.868',-3.615
'0:06.872',-3.615
'0:06.876',-3.615
'0:06.880',-3.615
'0:06.884',-3.615
'0:06.888',-3.625
'0:06.892',-3.625
'0:06.896',-3.625
'0:06.900',-3.620
'0:06.904',-3.625
'0:06.908',-3.625
'0:06.912',-3.625
'0:06.916',-3.625
'0:06.920',-3.625
'0:06.924',-3.625
'0:06.928',-3.625
'0:06.932',-3.625
'0:06.936',-3.625
'0:06.940',-3.625
'0:06.944',-3.625
'0:06.948',-3.625
'0:06.952',-3.625
'0:06.956',-3.625
'0:06.960',-3.625
'0:06.964',-3.625
'0:06.968',-3.620
'0:06.972',-3.615
'0:06.976',-3.615
'0:06.980',-3.615
'0:06.984',-3.615
'0:06.988',-3.615
'0:06.992',-3.610
'0:06.996',-3.615
'0:07.000',-3.610
'0:07.004',-3.610
'0:07.008',-3.610
'0:07.012',-3.610
'0:07.016',-3.605
'0:07.020',-3.605
'0:07.024',-3.600
'0:07.028',-3.605
'0:07.032',-3.605
'0:07.036',-3.605
'0:07.040',-3.605
'0:07.044',-3.595
'0:07.048',-3.595
'0:07.052',-3.595
'0:07.056',-3.600
'0:07.060',-3.585
'0:07.064',-3.585
'0:07.068',-3.590
'0:07.072',-3.590
'0:07.076',-3.590
'0:07.080',-3.585
'0:07.084',-3.585
'0:07.088',-3.585
'0:07.092',-3.585
'0:07.096',-3.585
'0:07.100',-3.585
'0:07.104',-3.585
'0:07.108',-3.580
'0:07.112',-3.580
'0:07.116',-3.575
'0:07.120',-3.570
'0:07.124',-3.570
'0:07.128',-3.565
'0:07.132',-3.555
'0:07.136',-3.550
'0:07.140',-3.540
'0:07.144',-3.535
'0:07.148',-3.530
'0:07.152',-3.530
'0:07.156',-3.520
'0:07.160',-3.515
'0:07.164',-3.505
'0:07.168',-3.505
'0:07.172',-3.505
'0:07.176',-3.500
'0:07.180',-3.490
'0:07.184',-3.480
'0:07.188',-3.455
'0:07.192',-3.445
'0:07.196',-3.440
'0:07.200',-3.430
'0:07.204',-3.430
'0:07.208',-3.425
'0:07.212',-3.425
'0:07.216',-3.430
'0:07.220',-3.435
'0:07.224',-3.445
'0:07.228',-3.455
'0:07.232',-3.465
'0:07.236',-3.475
'0:07.240',-3.475
'0:07.244',-3.480
'0:07.248',-3.495
'0:07.252',-3.505
'0:07.256',-3.515
'0:07.260',-3.530
'0:07.264',-3.535
'0:07.268',-3.545
'0:07.272',-3.545
'0:07.276',-3.550
'0:07.280',-3.550
'0:07.284',-3.545
'0:07.288',-3.550
'0:07.292',-3.550
'0:07.296',-3.550
'0:07.300',-3.550
'0:07.304',-3.550
'0:07.308',-3.555
'0:07.312',-3.550
'0:07.316',-3.555
'0:07.320',-3.560
'0:07.324',-3.555
'0:07.328',-3.550
'0:07.332',-3.550
'0:07.336',-3.545
'0:07.340',-3.535
'0:07.344',-3.530
'0:07.348',-3.525
'0:07.352',-3.515
'0:07.356',-3.505
'0:07.360',-3.505
'0:07.364',-3.505
'0:07.368',-3.495
'0:07.372',-3.490
'0:07.376',-3.485
'0:07.380',-3.480
'0:07.384',-3.485
'0:07.388',-3.495
'0:07.392',-3.505
'0:07.396',-3.500
'0:07.400',-3.450
'0:07.404',-3.365
'0:07.408',-3.250
'0:07.412',-3.105
'0:07.416',-2.915
'0:07.420',-2.690
'0:07.424',-2.410
'0:07.428',-2.120
'0:07.432',-1.895
'0:07.436',-1.770
'0:07.440',-1.810
'0:07.444',-2.015
'0:07.448',-2.305
'0:07.452',-2.590
'0:07.456',-2.805
'0:07.460',-2.955
'0:07.464',-3.075
'0:07.468',-3.155
'0:07.472',-3.215
'0:07.476',-3.275
'0:07.480',-3.320
'0:07.484',-3.365
'0:07.488',-3.400
'0:07.492',-3.410
'0:07.496',-3.445
'0:07.500',-3.455
'0:07.504',-3.470
'0:07.508',-3.490
'0:07.512',-3.495
'0:07.516',-3.505
'0:07.520',-3.505
'0:07.524',-3.515
'0:07.528',-3.515
'0:07.532',-3.525
'0:07.536',-3.525
'0:07.540',-3.525
'0:07.544',-3.525
'0:07.548',-3.525
'0:07.552',-3.530
'0:07.556',-3.525
'0:07.560',-3.530
'0:07.564',-3.530
'0:07.568',-3.530
'0:07.572',-3.525
'0:07.576',-3.525
'0:07.580',-3.525
'0:07.584',-3.515
'0:07.588',-3.520
'0:07.592',-3.515
'0:07.596',-3.505
'0:07.600',-3.505
'0:07.604',-3.510
'0:07.608',-3.505
'0:07.612',-3.505
'0:07.616',-3.495
'0:07.620',-3.495
'0:07.624',-3.490
'0:07.628',-3.490
'0:07.632',-3.490
'0:07.636',-3.485
'0:07.640',-3.480
'0:07.644',-3.470
'0:07.648',-3.465
'0:07.652',-3.460
'0:07.656',-3.450
'0:07.660',-3.445
'0:07.664',-3.445
'0:07.668',-3.435
'0:07.672',-3.425
'0:07.676',-3.415
'0:07.680',-3.410
'0:07.684',-3.400
'0:07.688',-3.395
'0:07.692',-3.385
'0:07.696',-3.375
'0:07.700',-3.365
'0:07.704',-3.350
'0:07.708',-3.345
'0:07.712',-3.320
'0:07.716',-3.315
'0:07.720',-3.295
'0:07.724',-3.285
'0:07.728',-3.265
'0:07.732',-3.265
'0:07.736',-3.250
'0:07.740',-3.235
'0:07.744',-3.230
'0:07.748',-3.215
'0:07.752',-3.210
'0:07.756',-3.205
'0:07.760',-3.200
'0:07.764',-3.185
'0:07.768',-3.185
'0:07.772',-3.185
'0:07.776',-3.185
'0:07.780',-3.185
'0:07.784',-3.185
'0:07.788',-3.185
'0:07.792',-3.185
'0:07.796',-3.195
'0:07.800',-3.215
'0:07.804',-3.230
'0:07.808',-3.245
'0:07.812',-3.255
'0:07.816',-3.275
'0:07.820',-3.295
'0:07.824',-3.325
'0:07.828',-3.340
'0:07.832',-3.355
'0:07.836',-3.370
'0:07.840',-3.390
'0:07.844',-3.400
'0:07.848',-3.415
'0:07.852',-3.425
'0:07.856',-3.435
'0:07.860',-3.445
'0:07.864',-3.445
'0:07.868',-3.450
'0:07.872',-3.455
'0:07.876',-3.465
'0:07.880',-3.465
'0:07.884',-3.475
'0:07.888',-3.475
'0:07.892',-3.475
'0:07.896',-3.475
'0:07.900',-3.475
'0:07.904',-3.480
'0:07.908',-3.480
'0:07.912',-3.485
'0:07.916',-3.480
'0:07.920',-3.480
'0:07.924',-3.485
'0:07.928',-3.480
'0:07.932',-3.485
'0:07.936',-3.480
'0:07.940',-3.485
'0:07.944',-3.485
'0:07.948',-3.480
'0:07.952',-3.480
'0:07.956',-3.485
'0:07.960',-3.475
'0:07.964',-3.480
'0:07.968',-3.480
'0:07.972',-3.485
'0:07.976',-3.485
'0:07.980',-3.475
'0:07.984',-3.485
'0:07.988',-3.475
'0:07.992',-3.475
'0:07.996',-3.475
'0:08.000',-3.485
'0:08.004',-3.485
'0:08.008',-3.475
'0:08.012',-3.475
'0:08.016',-3.475
'0:08.020',-3.475
'0:08.024',-3.470
'0:08.028',-3.470
'0:08.032',-3.470
'0:08.036',-3.475
'0:08.040',-3.475
'0:08.044',-3.470
'0:08.048',-3.470
'0:08.052',-3.470
'0:08.056',-3.475
'0:08.060',-3.470
'0:08.064',-3.475
'0:08.068',-3.475
'0:08.072',-3.475
'0:08.076',-3.475
'0:08.080',-3.475
'0:08.084',-3.470
'0:08.088',-3.475
'0:08.092',-3.475
'0:08.096',-3.475
'0:08.100',-3.475
'0:08.104',-3.475
'0:08.108',-3.475
'0:08.112',-3.475
'0:08.116',-3.485
'0:08.120',-3.485
'0:08.124',-3.480
'0:08.128',-3.485
'0:08.132',-3.485
'0:08.136',-3.485
'0:08.140',-3.485
'0:08.144',-3.485
'0:08.148',-3.485
'0:08.152',-3.485
'0:08.156',-3.490
'0:08.160',-3.490
'0:08.164',-3.490
'0:08.168',-3.495
'0:08.172',-3.490
'0:08.176',-3.490
'0:08.180',-3.490
'0:08.184',-3.490
'0:08.188',-3.490
'0:08.192',-3.490
'0:08.196',-3.490
'0:08.200',-3.490
'0:08.204',-3.490
'0:08.208',-3.485
'0:08.212',-3.490
'0:08.216',-3.490
'0:08.220',-3.490
'0:08.224',-3.490
'0:08.228',-3.485
'0:08.232',-3.480
'0:08.236',-3.480
'0:08.240',-3.490
'0:08.244',-3.485
'0:08.248',-3.490
'0:08.252',-3.485
'0:08.256',-3.485
'0:08.260',-3.485
'0:08.264',-3.485
'0:08.268',-3.480
'0:08.272',-3.480
'0:08.276',-3.485
'0:08.280',-3.485
'0:08.284',-3.480
'0:08.288',-3.485
'0:08.292',-3.485
'0:08.296',-3.480
'0:08.300',-3.475
'0:08.304',-3.485
'0:08.308',-3.485
'0:08.312',-3.485
'0:08.316',-3.480
'0:08.320',-3.485
'0:08.324',-3.485
'0:08.328',-3.475
'0:08.332',-3.475
'0:08.336',-3.480
'0:08.340',-3.475
'0:08.344',-3.475
'0:08.348',-3.470
'0:08.352',-3.470
'0:08.356',-3.465
'0:08.360',-3.465
'0:08.364',-3.455
'0:08.368',-3.450
'0:08.372',-3.445
'0:08.376',-3.435
'0:08.380',-3.425
'0:08.384',-3.430
'0:08.388',-3.425
'0:08.392',-3.425
'0:08.396',-3.415
'0:08.400',-3.415
'0:08.404',-3.415
'0:08.408',-3.410
'0:08.412',-3.400
'0:08.416',-3.395
'0:08.420',-3.375
'0:08.424',-3.365
'0:08.428',-3.355
'0:08.432',-3.345
'0:08.436',-3.345
'0:08.440',-3.335
'0:08.444',-3.335
'0:08.448',-3.345
'0:08.452',-3.345
'0:08.456',-3.365
'0:08.460',-3.370
'0:08.464',-3.375
'0:08.468',-3.385
'0:08.472',-3.395
'0:08.476',-3.400
'0:08.480',-3.410
'0:08.484',-3.425
'0:08.488',-3.430
'0:08.492',-3.445
'0:08.496',-3.460
'0:08.500',-3.475
'0:08.504',-3.485
'0:08.508',-3.480
'0:08.512',-3.485
'0:08.516',-3.485
'0:08.520',-3.485
'0:08.524',-3.490
'0:08.528',-3.495
'0:08.532',-3.500
'0:08.536',-3.505
'0:08.540',-3.505
'0:08.544',-3.510
'0:08.548',-3.505
'0:08.552',-3.505
'0:08.556',-3.515
'0:08.560',-3.505
'0:08.564',-3.515
'0:08.568',-3.505
'0:08.572',-3.505
'0:08.576',-3.505
'0:08.580',-3.495
'0:08.584',-3.495
'0:08.588',-3.480
'0:08.592',-3.475
'0:08.596',-3.475
'0:08.600',-3.475
'0:08.604',-3.470
'0:08.608',-3.460
'0:08.612',-3.455
'0:08.616',-3.450
'0:08.620',-3.450
'0:08.624',-3.455
'0:08.628',-3.470
'0:08.632',-3.485
'0:08.636',-3.455
'0:08.640',-3.385
'0:08.644',-3.280
'0:08.648',-3.150
'0:08.652',-2.985
'0:08.656',-2.770
'0:08.660',-2.505
'0:08.664',-2.195
'0:08.668',-1.925
'0:08.672',-1.745
'0:08.676',-1.730
'0:08.680',-1.875
'0:08.684',-2.145
'0:08.688',-2.435
'0:08.692',-2.675
'0:08.696',-2.865
'0:08.700',-3.010
'0:08.704',-3.105
'0:08.708',-3.175
'0:08.712',-3.235
'0:08.716',-3.290
'0:08.720',-3.340
'0:08.724',-3.375
'0:08.728',-3.405
'0:08.732',-3.435
'0:08.736',-3.455
'0:08.740',-3.475
'0:08.744',-3.490
'0:08.748',-3.495
'0:08.752',-3.505
'0:08.756',-3.510
'0:08.760',-3.515
'0:08.764',-3.525
'0:08.768',-3.525
'0:08.772',-3.530
'0:08.776',-3.530
'0:08.780',-3.535
'0:08.784',-3.535
'0:08.788',-3.535
'0:08.792',-3.535
'0:08.796',-3.545
'0:08.800',-3.545
'0:08.804',-3.540
'0:08.808',-3.535
'0:08.812',-3.535
'0:08.816',-3.540
'0:08.820',-3.540
'0:08.824',-3.545
'0:08.828',-3.545
'0:08.832',-3.535
'0:08.836',-3.540
'0:08.840',-3.535
'0:08.844',-3.535
'0:08.848',-3.535
'0:08.852',-3.535
'0:08.856',-3.530
'0:08.860',-3.530
'0:08.864',-3.520
'0:08.868',-3.515
'0:08.872',-3.515
'0:08.876',-3.505
'0:08.880',-3.510
'0:08.884',-3.510
'0:08.888',-3.505
'0:08.892',-3.495
'0:08.896',-3.490
'0:08.900',-3.485
'0:08.904',-3.475
'0:08.908',-3.475
'0:08.912',-3.470
'0:08.916',-3.460
'0:08.920',-3.450
'0:08.924',-3.445
'0:08.928',-3.435
'0:08.932',-3.425
'0:08.936',-3.415
'0:08.940',-3.400
'0:08.944',-3.390
'0:08.948',-3.375
'0:08.952',-3.365
'0:08.956',-3.350
'0:08.960',-3.345
'0:08.964',-3.330
'0:08.968',-3.315
'0:08.972',-3.310
'0:08.976',-3.290
'0:08.980',-3.275
'0:08.984',-3.265
'0:08.988',-3.265
'0:08.992',-3.255
'0:08.996',-3.240
'0:09.000',-3.240
'0:09.004',-3.230
'0:09.008',-3.230
'0:09.012',-3.225
'0:09.016',-3.215
'0:09.020',-3.225
'0:09.024',-3.225
'0:09.028',-3.225
'0:09.032',-3.230
'0:09.036',-3.235
'0:09.040',-3.250
'0:09.044',-3.265
'0:09.048',-3.285
'0:09.052',-3.305
'0:09.056',-3.325
'0:09.060',-3.345
'0:09.064',-3.365
'0:09.068',-3.385
'0:09.072',-3.395
'0:09.076',-3.415
'0:09.080',-3.430
'0:09.084',-3.445
'0:09.088',-3.455
'0:09.092',-3.465
'0:09.096',-3.480
'0:09.100',-3.480
'0:09.104',-3.495
'0:09.108',-3.505
'0:09.112',-3.505
'0:09.116',-3.510
'0:09.120',-3.505
'0:09.124',-3.515
'0:09.128',-3.515
'0:09.132',-3.515
'0:09.136',-3.530
'0:09.140',-3.525
'0:09.144',-3.530
'0:09.148',-3.535
'0:09.152',-3.535
'0:09.156',-3.535
'0:09.160',-3.530
'0:09.164',-3.535
'0:09.168',-3.530
'0:09.172',-3.530
'0:09.176',-3.535
'0:09.180',-3.535
'0:09.184',-3.530
'0:09.188',-3.535
'0:09.192',-3.535
'0:09.196',-3.530
'0:09.200',-3.530
'0:09.204',-3.525
'0:09.208',-3.525
'0:09.212',-3.530
'0:09.216',-3.530
'0:09.220',-3.525
'0:09.224',-3.530
'0:09.228',-3.525
'0:09.232',-3.530
'0:09.236',-3.530
'0:09.240',-3.525
'0:09.244',-3.525
'0:09.248',-3.525
'0:09.252',-3.525
'0:09.256',-3.525
'0:09.260',-3.515
'0:09.264',-3.515
'0:09.268',-3.515
'0:09.272',-3.515
'0:09.276',-3.525
'0:09.280',-3.520
'0:09.284',-3.525
'0:09.288',-3.515
'0:09.292',-3.515
'0:09.296',-3.515
'0:09.300',-3.525
'0:09.304',-3.525
'0:09.308',-3.530
