'Elapsed time','D3'
'0:05.072',1.980
'0:05.076',1.995
'0:05.080',2.020
'0:05.084',2.035
'0:05.088',2.030
'0:05.092',2.035
'0:05.096',2.030
'0:05.100',2.050
'0:05.104',2.050
'0:05.108',2.070
'0:05.112',2.075
'0:05.116',2.085
'0:05.120',2.090
'0:05.124',2.115
'0:05.128',2.150
'0:05.132',2.190
'0:05.136',2.205
'0:05.140',2.245
'0:05.144',2.290
'0:05.148',2.335
'0:05.152',2.390
'0:05.156',2.430
'0:05.160',2.475
'0:05.164',2.515
'0:05.168',2.545
'0:05.172',2.570
'0:05.176',2.605
'0:05.180',2.635
'0:05.184',2.695
'0:05.188',2.755
'0:05.192',2.810
'0:05.196',2.865
'0:05.200',2.915
'0:05.204',2.955
'0:05.208',2.970
'0:05.212',2.990
'0:05.216',3.020
'0:05.220',3.060
'0:05.224',3.110
'0:05.228',3.140
'0:05.232',3.145
'0:05.236',3.145
'0:05.240',3.130
'0:05.244',3.100
'0:05.248',3.070
'0:05.252',3.025
'0:05.256',2.980
'0:05.260',2.930
'0:05.264',2.860
'0:05.268',2.790
'0:05.272',2.715
'0:05.276',2.650
'0:05.280',2.590
'0:05.284',2.510
'0:05.288',2.445
'0:05.292',2.390
'0:05.296',2.345
'0:05.300',2.300
'0:05.304',2.255
'0:05.308',2.220
'0:05.312',2.200
'0:05.316',2.160
'0:05.320',2.140
'0:05.324',2.090
'0:05.328',2.050
'0:05.332',1.995
'0:05.336',1.980
'0:05.340',1.950
'0:05.344',1.930
'0:05.348',1.905
'0:05.352',1.915
'0:05.356',1.900
'0:05.360',1.890
'0:05.364',1.895
'0:05.368',1.890
'0:05.372',1.890
'0:05.376',1.890
'0:05.380',1.890
'0:05.384',1.885
'0:05.388',1.885
'0:05.392',1.885
'0:05.396',1.870
'0:05.400',1.870
'0:05.404',1.860
'0:05.408',1.865
'0:05.412',1.860
'0:05.416',1.850
'0:05.420',1.850
'0:05.424',1.835
'0:05.428',1.840
'0:05.432',1.850
'0:05.436',1.860
'0:05.440',1.860
'0:05.444',1.860
'0:05.448',1.870
'0:05.452',1.870
'0:05.456',1.850
'0:05.460',1.840
'0:05.464',1.850
'0:05.468',1.860
'0:05.472',1.870
'0:05.476',1.870
'0:05.480',1.870
'0:05.484',1.885
'0:05.488',1.890
'0:05.492',1.890
'0:05.496',1.890
'0:05.500',1.890
'0:05.504',1.900
'0:05.508',1.900
'0:05.512',1.900
'0:05.516',1.900
'0:05.520',1.890
'0:05.524',1.900
'0:05.528',1.900
'0:05.532',1.900
'0:05.536',1.900
'0:05.540',1.905
'0:05.544',1.910
'0:05.548',1.920
'0:05.552',1.905
'0:05.556',1.925
'0:05.560',1.925
'0:05.564',1.915
'0:05.568',1.910
'0:05.572',1.915
'0:05.576',1.930
'0:05.580',1.930
'0:05.584',1.915
'0:05.588',1.910
'0:05.592',1.905
'0:05.596',1.905
'0:05.600',1.915
'0:05.604',1.925
'0:05.608',1.925
'0:05.612',1.930
'0:05.616',1.930
'0:05.620',1.925
'0:05.624',1.915
'0:05.628',1.905
'0:05.632',1.915
'0:05.636',1.930
'0:05.640',1.925
'0:05.644',1.930
'0:05.648',1.930
'0:05.652',1.935
'0:05.656',1.935
'0:05.660',1.925
'0:05.664',1.930
'0:05.668',1.935
'0:05.672',1.935
'0:05.676',1.935
'0:05.680',1.935
'0:05.684',1.950
'0:05.688',1.965
'0:05.692',1.965
'0:05.696',1.955
'0:05.700',1.940
'0:05.704',1.935
'0:05.708',1.935
'0:05.712',1.950
'0:05.716',1.955
'0:05.720',1.965
'0:05.724',1.960
'0:05.728',1.955
'0:05.732',1.950
'0:05.736',1.950
'0:05.740',1.950
'0:05.744',1.950
'0:05.748',1.965
'0:05.752',1.970
'0:05.756',1.970
'0:05.760',1.965
'0:05.764',1.965
'0:05.768',1.965
'0:05.772',1.970
'0:05.776',1.965
'0:05.780',1.970
'0:05.784',1.980
'0:05.788',1.980
'0:05.792',1.990
'0:05.796',1.990
'0:05.800',1.990
'0:05.804',1.990
'0:05.808',1.980
'0:05.812',1.995
'0:05.816',1.990
'0:05.820',1.990
'0:05.824',1.995
'0:05.828',1.995
'0:05.832',1.990
'0:05.836',1.990
'0:05.840',2.010
'0:05.844',2.030
'0:05.848',2.045
'0:05.852',2.050
'0:05.856',2.050
'0:05.860',2.090
'0:05.864',2.110
'0:05.868',2.150
'0:05.872',2.200
'0:05.876',2.260
'0:05.880',2.315
'0:05.884',2.395
'0:05.888',2.475
'0:05.892',2.500
'0:05.896',2.470
'0:05.900',2.410
'0:05.904',2.355
'0:05.908',2.340
'0:05.912',2.330
'0:05.916',2.315
'0:05.920',2.335
'0:05.924',2.325
'0:05.928',2.270
'0:05.932',2.220
'0:05.936',2.200
'0:05.940',2.175
'0:05.944',2.125
'0:05.948',2.075
'0:05.952',2.065
'0:05.956',2.030
'0:05.960',2.035
'0:05.964',2.020
'0:05.968',2.000
'0:05.972',2.010
'0:05.976',2.030
'0:05.980',2.030
'0:05.984',2.020
'0:05.988',2.020
'0:05.992',2.030
'0:05.996',2.030
'0:06.000',2.015
'0:06.004',2.010
'0:06.008',2.030
'0:06.012',2.020
'0:06.016',1.970
'0:06.020',1.945
'0:06.024',1.965
'0:06.028',2.045
'0:06.032',2.170
'0:06.036',2.385
'0:06.040',2.690
'0:06.044',3.010
'0:06.048',3.270
'0:06.052',3.500
'0:06.056',3.670
'0:06.060',3.610
'0:06.064',3.210
'0:06.068',2.665
'0:06.072',2.255
'0:06.076',1.860
'0:06.080',1.550
'0:06.084',1.440
'0:06.088',1.445
'0:06.092',1.475
'0:06.096',1.500
'0:06.100',1.570
'0:06.104',1.680
'0:06.108',1.830
'0:06.112',1.925
'0:06.116',1.930
'0:06.120',1.925
'0:06.124',1.935
'0:06.128',1.950
'0:06.132',1.975
'0:06.136',1.990
'0:06.140',1.990
'0:06.144',1.990
'0:06.148',1.990
'0:06.152',2.015
'0:06.156',2.030
'0:06.160',2.030
'0:06.164',2.030
'0:06.168',2.020
'0:06.172',2.035
'0:06.176',2.030
'0:06.180',2.030
'0:06.184',2.030
'0:06.188',2.045
'0:06.192',2.050
'0:06.196',2.065
'0:06.200',2.050
'0:06.204',2.060
'0:06.208',2.090
'0:06.212',2.090
'0:06.216',2.090
'0:06.220',2.095
'0:06.224',2.125
'0:06.228',2.130
'0:06.232',2.135
'0:06.236',2.140
'0:06.240',2.140
'0:06.244',2.140
'0:06.248',2.150
'0:06.252',2.155
'0:06.256',2.160
'0:06.260',2.160
'0:06.264',2.190
'0:06.268',2.205
'0:06.272',2.230
'0:06.276',2.250
'0:06.280',2.285
'0:06.284',2.345
'0:06.288',2.365
'0:06.292',2.350
'0:06.296',2.350
'0:06.300',2.375
'0:06.304',2.430
'0:06.308',2.465
'0:06.312',2.480
'0:06.316',2.505
'0:06.320',2.535
'0:06.324',2.560
'0:06.328',2.595
'0:06.332',2.620
'0:06.336',2.660
'0:06.340',2.685
'0:06.344',2.735
'0:06.348',2.765
'0:06.352',2.780
'0:06.356',2.825
'0:06.360',2.875
'0:06.364',2.930
'0:06.368',3.005
'0:06.372',3.060
'0:06.376',3.100
'0:06.380',3.130
'0:06.384',3.170
'0:06.388',3.210
'0:06.392',3.260
'0:06.396',3.290
'0:06.400',3.310
'0:06.404',3.335
'0:06.408',3.350
'0:06.412',3.370
'0:06.416',3.370
'0:06.420',3.370
'0:06.424',3.370
'0:06.428',3.340
'0:06.432',3.275
'0:06.436',3.195
'0:06.440',3.120
'0:06.444',3.050
'0:06.448',2.970
'0:06.452',2.885
'0:06.456',2.805
'0:06.460',2.725
'0:06.464',2.640
'0:06.468',2.570
'0:06.472',2.540
'0:06.476',2.485
'0:06.480',2.430
'0:06.484',2.355
'0:06.488',2.295
'0:06.492',2.265
'0:06.496',2.260
'0:06.500',2.225
'0:06.504',2.190
'0:06.508',2.190
'0:06.512',2.170
'0:06.516',2.150
'0:06.520',2.130
'0:06.524',2.125
'0:06.528',2.100
'0:06.532',2.110
'0:06.536',2.095
'0:06.540',2.085
'0:06.544',2.070
'0:06.548',2.050
'0:06.552',2.030
'0:06.556',2.035
'0:06.560',2.075
'0:06.564',2.085
'0:06.568',2.070
'0:06.572',2.035
'0:06.576',2.020
'0:06.580',2.030
'0:06.584',2.050
'0:06.588',2.070
'0:06.592',2.075
'0:06.596',2.085
'0:06.600',2.050
'0:06.604',2.050
'0:06.608',2.070
'0:06.612',2.075
'0:06.616',2.060
'0:06.620',2.065
'0:06.624',2.055
'0:06.628',2.030
'0:06.632',2.050
'0:06.636',2.050
'0:06.640',2.045
'0:06.644',2.030
'0:06.648',2.030
'0:06.652',2.005
'0:06.656',2.020
'0:06.660',2.015
'0:06.664',2.020
'0:06.668',2.030
'0:06.672',2.000
'0:06.676',2.000
'0:06.680',1.995
'0:06.684',1.990
'0:06.688',2.000
'0:06.692',2.020
'0:06.696',2.030
'0:06.700',2.030
'0:06.704',1.970
'0:06.708',1.980
'0:06.712',2.020
'0:06.716',2.010
'0:06.720',1.990
'0:06.724',1.990
'0:06.728',1.970
'0:06.732',1.970
'0:06.736',1.990
'0:06.740',2.000
'0:06.744',1.970
'0:06.748',1.970
'0:06.752',1.945
'0:06.756',1.940
'0:06.760',1.925
'0:06.764',1.935
'0:06.768',1.970
'0:06.772',1.995
'0:06.776',1.955
'0:06.780',1.930
'0:06.784',1.930
'0:06.788',1.970
'0:06.792',1.980
'0:06.796',1.980
'0:06.800',1.950
'0:06.804',1.925
'0:06.808',1.925
'0:06.812',1.935
'0:06.816',1.935
'0:06.820',1.930
'0:06.824',1.965
'0:06.828',1.950
'0:06.832',1.930
'0:06.836',1.940
'0:06.840',1.940
'0:06.844',1.955
'0:06.848',1.970
'0:06.852',1.950
'0:06.856',1.950
'0:06.860',1.930
'0:06.864',1.905
'0:06.868',1.900
'0:06.872',1.925
'0:06.876',1.930
'0:06.880',1.920
'0:06.884',1.915
'0:06.888',1.930
'0:06.892',1.935
'0:06.896',1.915
'0:06.900',1.915
'0:06.904',1.915
'0:06.908',1.930
'0:06.912',1.940
'0:06.916',1.930
'0:06.920',1.925
'0:06.924',1.905
'0:06.928',1.930
'0:06.932',1.965
'0:06.936',1.955
'0:06.940',1.915
'0:06.944',1.915
'0:06.948',1.930
'0:06.952',1.930
'0:06.956',1.935
'0:06.960',1.930
'0:06.964',1.950
'0:06.968',1.955
'0:06.972',1.965
'0:06.976',2.010
'0:06.980',2.045
'0:06.984',2.040
'0:06.988',2.050
'0:06.992',2.090
'0:06.996',2.135
'0:07.000',2.180
'0:07.004',2.195
'0:07.008',2.225
'0:07.012',2.275
'0:07.016',2.330
'0:07.020',2.375
'0:07.024',2.370
'0:07.028',2.340
'0:07.032',2.285
'0:07.036',2.245
'0:07.040',2.230
'0:07.044',2.210
'0:07.048',2.210
'0:07.052',2.215
'0:07.056',2.205
'0:07.060',2.205
'0:07.064',2.180
'0:07.068',2.140
'0:07.072',2.085
'0:07.076',2.010
'0:07.080',1.970
'0:07.084',1.930
'0:07.088',1.905
'0:07.092',1.890
'0:07.096',1.870
'0:07.100',1.875
'0:07.104',1.885
'0:07.108',1.885
'0:07.112',1.870
'0:07.116',1.865
'0:07.120',1.870
'0:07.124',1.885
'0:07.128',1.890
'0:07.132',1.870
'0:07.136',1.865
'0:07.140',1.870
'0:07.144',1.825
'0:07.148',1.790
'0:07.152',1.810
'0:07.156',1.870
'0:07.160',1.965
'0:07.164',2.125
'0:07.168',2.410
'0:07.172',2.730
'0:07.176',2.980
'0:07.180',3.195
'0:07.184',3.325
'0:07.188',3.210
'0:07.192',2.750
'0:07.196',2.255
'0:07.200',1.900
'0:07.204',1.550
'0:07.208',1.370
'0:07.212',1.330
'0:07.216',1.340
'0:07.220',1.355
'0:07.224',1.390
'0:07.228',1.475
'0:07.232',1.570
'0:07.236',1.635
'0:07.240',1.690
'0:07.244',1.725
'0:07.248',1.740
'0:07.252',1.760
'0:07.256',1.755
'0:07.260',1.775
'0:07.264',1.795
'0:07.268',1.790
'0:07.272',1.795
'0:07.276',1.805
'0:07.280',1.805
'0:07.284',1.810
'0:07.288',1.810
'0:07.292',1.810
'0:07.296',1.820
'0:07.300',1.820
'0:07.304',1.830
'0:07.308',1.830
'0:07.312',1.830
'0:07.316',1.820
'0:07.320',1.810
'0:07.324',1.835
'0:07.328',1.850
'0:07.332',1.850
'0:07.336',1.850
'0:07.340',1.865
'0:07.344',1.860
'0:07.348',1.860
'0:07.352',1.875
'0:07.356',1.885
'0:07.360',1.890
'0:07.364',1.905
'0:07.368',1.910
'0:07.372',1.910
'0:07.376',1.900
'0:07.380',1.900
'0:07.384',1.905
'0:07.388',1.920
'0:07.392',1.945
'0:07.396',1.965
'0:07.400',1.960
'0:07.404',1.965
'0:07.408',1.990
'0:07.412',2.010
'0:07.416',2.030
'0:07.420',2.065
'0:07.424',2.090
'0:07.428',2.135
'0:07.432',2.155
'0:07.436',2.160
'0:07.440',2.190
'0:07.444',2.240
'0:07.448',2.300
'0:07.452',2.350
'0:07.456',2.380
'0:07.460',2.395
'0:07.464',2.415
'0:07.468',2.445
'0:07.472',2.485
'0:07.476',2.530
'0:07.480',2.575
'0:07.484',2.610
'0:07.488',2.665
'0:07.492',2.690
'0:07.496',2.725
'0:07.500',2.765
'0:07.504',2.800
'0:07.508',2.830
'0:07.512',2.860
'0:07.516',2.895
'0:07.520',2.930
'0:07.524',2.955
'0:07.528',2.980
'0:07.532',2.980
'0:07.536',2.980
'0:07.540',2.980
'0:07.544',2.950
'0:07.548',2.920
'0:07.552',2.875
'0:07.556',2.800
'0:07.560',2.750
'0:07.564',2.705
'0:07.568',2.635
'0:07.572',2.570
'0:07.576',2.480
'0:07.580',2.405
'0:07.584',2.340
'0:07.588',2.275
'0:07.592',2.220
'0:07.596',2.160
'0:07.600',2.125
'0:07.604',2.100
'0:07.608',2.065
'0:07.612',1.995
'0:07.616',1.995
'0:07.620',1.965
'0:07.624',1.905
'0:07.628',1.860
'0:07.632',1.840
'0:07.636',1.835
'0:07.640',1.810
'0:07.644',1.790
'0:07.648',1.790
'0:07.652',1.775
'0:07.656',1.790
'0:07.660',1.775
'0:07.664',1.775
'0:07.668',1.765
'0:07.672',1.765
'0:07.676',1.770
'0:07.680',1.780
'0:07.684',1.775
'0:07.688',1.775
'0:07.692',1.765
'0:07.696',1.750
'0:07.700',1.745
'0:07.704',1.755
'0:07.708',1.765
'0:07.712',1.770
'0:07.716',1.765
'0:07.720',1.770
'0:07.724',1.775
'0:07.728',1.775
'0:07.732',1.770
'0:07.736',1.770
'0:07.740',1.770
'0:07.744',1.770
'0:07.748',1.785
'0:07.752',1.775
'0:07.756',1.775
'0:07.760',1.775
'0:07.764',1.790
'0:07.768',1.795
'0:07.772',1.780
'0:07.776',1.775
'0:07.780',1.775
'0:07.784',1.770
'0:07.788',1.745
'0:07.792',1.755
'0:07.796',1.775
'0:07.800',1.770
'0:07.804',1.780
'0:07.808',1.790
'0:07.812',1.775
'0:07.816',1.780
'0:07.820',1.775
'0:07.824',1.770
'0:07.828',1.775
'0:07.832',1.770
'0:07.836',1.770
'0:07.840',1.765
'0:07.844',1.770
'0:07.848',1.770
'0:07.852',1.775
'0:07.856',1.770
'0:07.860',1.780
'0:07.864',1.790
'0:07.868',1.820
'0:07.872',1.810
'0:07.876',1.805
'0:07.880',1.805
'0:07.884',1.805
'0:07.888',1.820
'0:07.892',1.820
'0:07.896',1.810
'0:07.900',1.820
'0:07.904',1.830
'0:07.908',1.830
'0:07.912',1.820
'0:07.916',1.810
'0:07.920',1.820
'0:07.924',1.835
'0:07.928',1.830
'0:07.932',1.830
'0:07.936',1.835
'0:07.940',1.840
'0:07.944',1.840
'0:07.948',1.830
'0:07.952',1.830
'0:07.956',1.835
'0:07.960',1.830
'0:07.964',1.820
'0:07.968',1.820
'0:07.972',1.820
'0:07.976',1.835
'0:07.980',1.845
'0:07.984',1.850
'0:07.988',1.855
'0:07.992',1.840
'0:07.996',1.830
'0:08.000',1.840
'0:08.004',1.860
'0:08.008',1.890
'0:08.012',1.870
'0:08.016',1.850
'0:08.020',1.850
'0:08.024',1.860
'0:08.028',1.860
'0:08.032',1.860
'0:08.036',1.870
'0:08.040',1.860
'0:08.044',1.865
'0:08.048',1.860
'0:08.052',1.865
'0:08.056',1.870
'0:08.060',1.860
'0:08.064',1.870
'0:08.068',1.870
'0:08.072',1.860
'0:08.076',1.870
'0:08.080',1.875
'0:08.084',1.885
'0:08.088',1.870
'0:08.092',1.885
'0:08.096',1.885
'0:08.100',1.885
'0:08.104',1.900
'0:08.108',1.915
'0:08.112',1.930
'0:08.116',1.930
'0:08.120',1.930
'0:08.124',1.940
'0:08.128',1.960
'0:08.132',1.995
'0:08.136',2.015
'0:08.140',2.010
'0:08.144',2.010
'0:08.148',2.075
'0:08.152',2.155
'0:08.156',2.235
'0:08.160',2.290
'0:08.164',2.300
'0:08.168',2.275
'0:08.172',2.225
'0:08.176',2.210
'0:08.180',2.195
'0:08.184',2.130
'0:08.188',2.090
'0:08.192',2.075
'0:08.196',2.065
'0:08.200',2.050
'0:08.204',2.010
'0:08.208',1.980
'0:08.212',1.955
'0:08.216',1.930
'0:08.220',1.920
'0:08.224',1.910
'0:08.228',1.890
'0:08.232',1.890
'0:08.236',1.875
'0:08.240',1.870
'0:08.244',1.885
'0:08.248',1.860
'0:08.252',1.860
'0:08.256',1.865
'0:08.260',1.845
'0:08.264',1.845
'0:08.268',1.850
'0:08.272',1.830
'0:08.276',1.805
'0:08.280',1.755
'0:08.284',1.710
'0:08.288',1.725
'0:08.292',1.795
'0:08.296',1.900
'0:08.300',2.035
'0:08.304',2.280
'0:08.308',2.575
'0:08.312',2.870
'0:08.316',3.155
'0:08.320',3.370
'0:08.324',3.355
'0:08.328',3.045
'0:08.332',2.525
'0:08.336',2.135
'0:08.340',1.780
'0:08.344',1.500
'0:08.348',1.355
'0:08.352',1.310
'0:08.356',1.340
'0:08.360',1.405
'0:08.364',1.470
'0:08.368',1.565
'0:08.372',1.650
'0:08.376',1.690
'0:08.380',1.710
'0:08.384',1.730
'0:08.388',1.740
'0:08.392',1.760
'0:08.396',1.765
'0:08.400',1.770
'0:08.404',1.775
'0:08.408',1.790
'0:08.412',1.810
'0:08.416',1.810
'0:08.420',1.805
'0:08.424',1.810
'0:08.428',1.805
'0:08.432',1.825
'0:08.436',1.840
'0:08.440',1.835
'0:08.444',1.830
'0:08.448',1.835
'0:08.452',1.850
'0:08.456',1.870
'0:08.460',1.870
'0:08.464',1.860
'0:08.468',1.855
'0:08.472',1.855
'0:08.476',1.875
'0:08.480',1.885
'0:08.484',1.885
'0:08.488',1.885
'0:08.492',1.870
'0:08.496',1.870
'0:08.500',1.905
'0:08.504',1.925
'0:08.508',1.930
'0:08.512',1.925
'0:08.516',1.920
'0:08.520',1.930
'0:08.524',1.940
'0:08.528',1.950
'0:08.532',1.965
'0:08.536',1.980
'0:08.540',1.990
'0:08.544',1.995
'0:08.548',2.010
'0:08.552',2.020
'0:08.556',2.035
'0:08.560',2.050
'0:08.564',2.055
'0:08.568',2.050
'0:08.572',2.085
'0:08.576',2.110
'0:08.580',2.125
'0:08.584',2.140
'0:08.588',2.170
'0:08.592',2.215
'0:08.596',2.255
'0:08.600',2.305
'0:08.604',2.330
'0:08.608',2.390
'0:08.612',2.445
'0:08.616',2.510
'0:08.620',2.560
'0:08.624',2.605
'0:08.628',2.635
'0:08.632',2.670
'0:08.636',2.700
'0:08.640',2.735
'0:08.644',2.765
'0:08.648',2.800
'0:08.652',2.835
'0:08.656',2.890
'0:08.660',2.915
'0:08.664',2.940
'0:08.668',2.955
'0:08.672',2.980
'0:08.676',2.975
'0:08.680',2.960
'0:08.684',2.940
'0:08.688',2.925
'0:08.692',2.890
'0:08.696',2.830
'0:08.700',2.780
'0:08.704',2.725
'0:08.708',2.660
'0:08.712',2.590
'0:08.716',2.525
'0:08.720',2.470
'0:08.724',2.415
'0:08.728',2.350
'0:08.732',2.310
'0:08.736',2.275
'0:08.740',2.250
'0:08.744',2.220
'0:08.748',2.160
'0:08.752',2.095
'0:08.756',2.050
'0:08.760',2.020
'0:08.764',2.005
'0:08.768',1.990
'0:08.772',1.965
'0:08.776',1.965
'0:08.780',1.950
'0:08.784',1.935
'0:08.788',1.935
'0:08.792',1.930
'0:08.796',1.915
'0:08.800',1.900
'0:08.804',1.900
'0:08.808',1.910
'0:08.812',1.915
'0:08.816',1.915
'0:08.820',1.915
'0:08.824',1.905
'0:08.828',1.900
'0:08.832',1.900
'0:08.836',1.900
'0:08.840',1.890
'0:08.844',1.900
'0:08.848',1.905
'0:08.852',1.915
'0:08.856',1.905
'0:08.860',1.905
'0:08.864',1.905
'0:08.868',1.910
'0:08.872',1.920
'0:08.876',1.905
'0:08.880',1.895
'0:08.884',1.890
'0:08.888',1.910
'0:08.892',1.915
'0:08.896',1.930
'0:08.900',1.930
'0:08.904',1.930
'0:08.908',1.930
'0:08.912',1.935
'0:08.916',1.940
'0:08.920',1.935
'0:08.924',1.935
'0:08.928',1.930
'0:08.932',1.935
'0:08.936',1.955
'0:08.940',1.965
'0:08.944',1.965
'0:08.948',1.965
'0:08.952',1.950
'0:08.956',1.940
'0:08.960',1.950
'0:08.964',1.950
'0:08.968',1.950
'0:08.972',1.960
'0:08.976',1.955
'0:08.980',1.970
'0:08.984',1.955
'0:08.988',1.955
'0:08.992',1.950
'0:08.996',1.950
'0:09.000',1.955
'0:09.004',1.950
'0:09.008',1.935
'0:09.012',1.955
'0:09.016',1.950
'0:09.020',1.950
'0:09.024',1.955
'0:09.028',1.955
'0:09.032',1.960
'0:09.036',1.960
'0:09.040',1.970
'0:09.044',1.970
'0:09.048',1.970
'0:09.052',1.970
'0:09.056',1.970
'0:09.060',1.980
'0:09.064',1.990
'0:09.068',1.990
'0:09.072',2.005
'0:09.076',2.010
'0:09.080',2.020
'0:09.084',2.020
'0:09.088',2.020
'0:09.092',2.000
'0:09.096',1.995
'0:09.100',1.990
'0:09.104',2.000
'0:09.108',2.010
'0:09.112',2.000
'0:09.116',2.010
'0:09.120',2.010
'0:09.124',2.010
'0:09.128',2.020
'0:09.132',2.030
'0:09.136',2.010
'0:09.140',2.020
'0:09.144',2.020
'0:09.148',2.035
'0:09.152',2.045
'0:09.156',2.030
'0:09.160',2.030
'0:09.164',2.030
'0:09.168',2.030
'0:09.172',2.030
'0:09.176',2.030
'0:09.180',2.035
'0:09.184',2.045
'0:09.188',2.045
'0:09.192',2.030
'0:09.196',2.030
'0:09.200',2.045
'0:09.204',2.050
'0:09.208',2.050
'0:09.212',2.065
'0:09.216',2.075
'0:09.220',2.050
'0:09.224',2.050
'0:09.228',2.050
'0:09.232',2.050
'0:09.236',2.050
'0:09.240',2.050
'0:09.244',2.065
'0:09.248',2.065
'0:09.252',2.075
'0:09.256',2.090
'0:09.260',2.100
'0:09.264',2.095
'0:09.268',2.110
'0:09.272',2.130
'0:09.276',2.155
'0:09.280',2.180
'0:09.284',2.180
'0:09.288',2.205
'0:09.292',2.250
'0:09.296',2.295
'0:09.300',2.350
'0:09.304',2.385
'0:09.308',2.415
'0:09.312',2.430
'0:09.316',2.380
'0:09.320',2.330
'0:09.324',2.255
'0:09.328',2.235
'0:09.332',2.225
'0:09.336',2.220
'0:09.340',2.210
'0:09.344',2.185
'0:09.348',2.165
'0:09.352',2.125
'0:09.356',2.090
'0:09.360',2.075
'0:09.364',2.070
'0:09.368',2.075
'0:09.372',2.050
'0:09.376',2.045
'0:09.380',2.040
'0:09.384',2.050
'0:09.388',2.045
'0:09.392',2.045
'0:09.396',2.030
'0:09.400',2.020
'0:09.404',2.030
'0:09.408',2.030
'0:09.412',2.020
'0:09.416',2.020
'0:09.420',2.000
'0:09.424',1.970
'0:09.428',1.915
'0:09.432',1.870
'0:09.436',1.915
'0:09.440',2.005
'0:09.444',2.100
'0:09.448',2.270
'0:09.452',2.550
'0:09.456',2.870
'0:09.460',3.185
'0:09.464',3.485
'0:09.468',3.605
'0:09.472',3.420
'0:09.476',2.930
'0:09.480',2.435
'0:09.484',2.045
'0:09.488',1.710
'0:09.492',1.530
'0:09.496',1.470
'0:09.500',1.490
'0:09.504',1.550
'0:09.508',1.615
'0:09.512',1.710
'0:09.516',1.795
'0:09.520',1.840
'0:09.524',1.875
'0:09.528',1.890
'0:09.532',1.900
'0:09.536',1.905
'0:09.540',1.915
'0:09.544',1.930
'0:09.548',1.935
'0:09.552',1.950
'0:09.556',1.945
'0:09.560',1.950
'0:09.564',1.970
'0:09.568',1.970
'0:09.572',1.980
'0:09.576',1.995
'0:09.580',2.000
'0:09.584',2.020
'0:09.588',2.010
'0:09.592',2.020
'0:09.596',2.010
'0:09.600',2.005
'0:09.604',2.010
'0:09.608',2.030
'0:09.612',2.030
'0:09.616',2.030
'0:09.620',2.050
'0:09.624',2.050
'0:09.628',2.050
'0:09.632',2.050
'0:09.636',2.070
'0:09.640',2.075
'0:09.644',2.085
'0:09.648',2.090
'0:09.652',2.095
'0:09.656',2.110
'0:09.660',2.105
'0:09.664',2.115
'0:09.668',2.110
'0:09.672',2.110
'0:09.676',2.115
'0:09.680',2.140
'0:09.684',2.150
'0:09.688',2.150
'0:09.692',2.175
'0:09.696',2.195
'0:09.700',2.210
'0:09.704',2.210
'0:09.708',2.225
'0:09.712',2.250
'0:09.716',2.255
'0:09.720',2.285
'0:09.724',2.315
'0:09.728',2.340
'0:09.732',2.365
'0:09.736',2.405
'0:09.740',2.450
'0:09.744',2.490
'0:09.748',2.540
'0:09.752',2.605
'0:09.756',2.675
'0:09.760',2.725
'0:09.764',2.770
'0:09.768',2.810
'0:09.772',2.850
'0:09.776',2.890
'0:09.780',2.925
'0:09.784',2.970
'0:09.788',3.025
'0:09.792',3.055
'0:09.796',3.085
'0:09.800',3.130
'0:09.804',3.150
'0:09.808',3.180
'0:09.812',3.190
'0:09.816',3.180
'0:09.820',3.180
'0:09.824',3.160
'0:09.828',3.125
'0:09.832',3.090
'0:09.836',3.040
'0:09.840',2.965
'0:09.844',2.895
'0:09.848',2.820
'0:09.852',2.755
'0:09.856',2.685
'0:09.860',2.620
'0:09.864',2.555
'0:09.868',2.505
'0:09.872',2.455
'0:09.876',2.410
'0:09.880',2.350
'0:09.884',2.300
'0:09.888',2.235
'0:09.892',2.190
'0:09.896',2.155
'0:09.900',2.130
'0:09.904',2.105
'0:09.908',2.090
'0:09.912',2.075
'0:09.916',2.050
'0:09.920',2.045
'0:09.924',2.030
'0:09.928',2.030
'0:09.932',2.030
'0:09.936',2.020
'0:09.940',2.010
'0:09.944',2.010
'0:09.948',2.010
'0:09.952',2.010
'0:09.956',2.005
'0:09.960',2.000
'0:09.964',1.995
'0:09.968',1.990
'0:09.972',1.990
'0:09.976',1.980
'0:09.980',1.980
'0:09.984',1.990
'0:09.988',1.990
'0:09.992',1.990
'0:09.996',1.990
